transcription,hypothesis,confusion,score
i need seating at floating restaurant in tennessee for a group of 9,i made saving it flushing restaurant in tennessee for a group of nine,i i ; need made ; seating saving ; at it ; floating flushing ; restaurant restaurant ; in in ; tennessee tennessee ; for for ; a a ; group group ; of of ; 9 nine,1.0
play music on groove shark,play musical group shock,play play ; music <eps> ; on musical ; groove group ; shark shock,1.0
give two stars to current chronicle,give to stars to current chronicle,give give ; two to ; stars stars ; to to ; current current ; chronicle chronicle,1.0
find the boys in the band,find the boys in the band,find find ; the the ; boys boys ; in in ; the the ; band band,1.0
i d like to find the soundtrack tianjin today evening news,i do like to find the soundtrack t engine today evening news,i i ; d do ; like like ; to to ; find find ; the the ; soundtrack soundtrack ; <eps> t ; tianjin engine ; today today ; evening evening ; news news,1.0
show the philosophy and phenomenological research saga,showed the philosophy and phenomena logical reset saga,show showed ; the the ; philosophy philosophy ; and and ; <eps> phenomena ; phenomenological logical ; research reset ; saga saga,1.0
what are the movie schedules,what other movies schedules,what what ; are <eps> ; the other ; movie movies ; schedules schedules,1.0
wish to hear the album since i saw you last,wish to hear the album since i saw you lost,wish wish ; to to ; hear hear ; the the ; album album ; since since ; i i ; saw saw ; you you ; last lost,1.0
what is the closest movie theatre that is playing moment to moment,what is the closest movie theater that he  's playing moment to moment,what what ; is is ; the the ; closest closest ; movie movie ; theatre theater ; that that ; <eps> he ; is 's ; playing playing ; moment moment ; to to ; moment moment,1.0
find a novel called east liberty,find a novel called east liberty,find find ; a a ; novel novel ; called called ; east east ; liberty liberty,1.0
where is the chief cook playing,where is the chief cooker playing,where where ; is is ; the the ; chief chief ; cook cooker ; playing playing,1.0
can you play something from 1966 by mc ren on spotify,can you play something from nineteen sixty six by m c rent on <unk>,can can ; you you ; play play ; something something ; from from ; <eps> nineteen ; <eps> sixty ; 1966 six ; by by ; <eps> m ; mc c ; ren rent ; on on ; spotify <unk>,1.0
play music from 2005 by justin broadrick,play music from two thousand and five by justin roderick,play play ; music music ; from from ; <eps> two ; <eps> thousand ; <eps> and ; 2005 five ; by by ; justin justin ; broadrick roderick,1.0
i want to add a song by w c clark to my nerding around playlist,i want to add a song by w <unk> around play list,i i ; want want ; to to ; add add ; a a ; song song ; by by ; w w ; c <eps> ; clark <eps> ; to <eps> ; my <unk> ; nerding around ; around play ; playlist list,1.0
add parempi mies to the café con leche playlist,<unk> to the cafe <unk>,add <eps> ; parempi <eps> ; mies <unk> ; to to ; the the ; café <eps> ; con <eps> ; leche cafe ; playlist <unk>,1.0
put this track on alok house party playlist,but this track on <unk> list,put but ; this this ; track track ; on on ; alok <eps> ; house <eps> ; party <unk> ; playlist list,1.0
rate this saga two with a bet rating of 6,right the saga too with a bet rating of six,rate right ; this the ; saga saga ; two too ; with with ; a a ; bet bet ; rating rating ; of of ; 6 six,1.0
find movie times for close by movies,find a movie times for closed buy movies,find find ; <eps> a ; movie movie ; times times ; for for ; close closed ; by buy ; movies movies,1.0
i give this next essay zero out of 6 points,i give this next day size ear allow to six points,i i ; give give ; this this ; next next ; <eps> day ; essay size ; zero ear ; out allow ; of to ; 6 six ; points points,1.0
play me a song by michael diamond,pay me a song by michael diamonds,play pay ; me me ; a a ; song song ; by by ; michael michael ; diamond diamonds,1.0
show creativity of all for one,show creativity of all for one,show show ; creativity creativity ; of of ; all all ; for for ; one one,1.0
i d like to watch movies at the closest movie theatre,i d like to watch movies at the closest movie theater,i i ; d d ; like like ; to to ; watch watch ; movies movies ; at at ; the the ; closest closest ; movie movie ; theatre theater,1.0
what s the weather going to be in 7 hours in fm,what  's the weather is going to be in seven hours in fm,what what ; s 's ; the the ; weather weather ; <eps> is ; going going ; to to ; be be ; in in ; 7 seven ; hours hours ; in in ; fm fm,1.0
add the crabfish to my playlist called the sleep machine rainforest,add the crab fish to my play list called the sleep machine rain forest,add add ; the the ; <eps> crab ; crabfish fish ; to to ; my my ; <eps> play ; playlist list ; called called ; the the ; sleep sleep ; machine machine ; <eps> rain ; rainforest forest,1.0
where can i find the photograph of mr blobby,where can i find a photograph of mr <unk>,where where ; can can ; i i ; find find ; the a ; photograph photograph ; of of ; mr mr ; blobby <unk>,1.0
what is the forecast for cold temps in nevada,what is the forecast for cold temps in nevada,what what ; is is ; the the ; forecast forecast ; for for ; cold cold ; temps temps ; in in ; nevada nevada,1.0
i need a reservation for four this year at a restaurant,i need a reservation for for this year at a restaurant,i i ; need need ; a a ; reservation reservation ; for for ; four for ; this this ; year year ; at at ; a a ; restaurant restaurant,1.0
play the song jingle bells,play the song jingle bells,play play ; the the ; song song ; jingle jingle ; bells bells,1.0
play some 1993 concerto off of slacker,place in nineteen ninety three can change a loaf of slack,<eps> place ; <eps> in ; <eps> nineteen ; <eps> ninety ; play three ; some can ; 1993 change ; concerto a ; off loaf ; of of ; slacker slack,1.0
book a spot for 1 at a south american restaurant,look a spot for one of the south american restaurant,book look ; a a ; spot spot ; for for ; 1 one ; at of ; a the ; south south ; american american ; restaurant restaurant,1.0
book a spot at a taverna for my cousin and i in burundi,<unk> my cousin and i in burundi,book <eps> ; a <eps> ; spot <eps> ; at <eps> ; a <eps> ; taverna <eps> ; for <unk> ; my my ; cousin cousin ; and and ; i i ; in in ; burundi burundi,1.0
play the top song from damon albarn using slacker,say the <unk>,play say ; the the ; top <eps> ; song <eps> ; from <eps> ; damon <eps> ; albarn <eps> ; using <eps> ; slacker <unk>,1.0
find the show go with the flow,find a she  'll go with the flow,find find ; <eps> a ; the she ; show 'll ; go go ; with with ; the the ; flow flow,1.0
add heresy and the hotel choir to the evening acoustic playlist,i  'd never see in the hotel <unk> to the evening acoustic play list,<eps> i ; <eps> 'd ; add never ; heresy see ; and in ; the the ; hotel hotel ; choir <unk> ; to to ; the the ; evening evening ; acoustic acoustic ; <eps> play ; playlist list,1.0
add songs tune in reggae infusions,i  'd songs tune in reggae infusions,<eps> i ; add 'd ; songs songs ; tune tune ; in in ; reggae reggae ; infusions infusions,1.0
i give the last textbook one out of 6 points,i give the last textbook one out of six points,i i ; give give ; the the ; last last ; textbook textbook ; one one ; out out ; of of ; 6 six ; points points,1.0
book a restaurant on june the fifth in cavour,look at a restaurant on june the fifth and <unk>,<eps> look ; book at ; a a ; restaurant restaurant ; on on ; june june ; the the ; fifth fifth ; in and ; cavour <unk>,1.0
add the patty patty sound  to my metal talks kreator playlist,at the <unk> you sound to my mental talks create a <unk>,add at ; the the ; patty <unk> ; patty you ; sound sound ; to to ; my my ; metal mental ; talks talks ; <eps> create ; kreator a ; playlist <unk>,1.0
rate this essay a four,right <unk>,rate <eps> ; this <eps> ; essay <eps> ; a right ; four <unk>,1.0
book a spot for 4 at a restaurant in shambaugh md,book a spot for four at a restaurant in shambles m d,book book ; a a ; spot spot ; for for ; 4 four ; at at ; a a ; restaurant restaurant ; in in ; <eps> shambles ; shambaugh m ; md d,1.0
give me the weather forecast for lower lake on sep  21  2038,give me the weather forecast for low like on september twenty first twenty thirty eight,give give ; me me ; the the ; weather weather ; forecast forecast ; for for ; lower low ; lake like ; on on ; <eps> september ; <eps> twenty ; <eps> first ; sep twenty ; 21 thirty ; 2038 eight,1.0
add slave to the rhythm to the playlist massive soca hits,i  'd save two the rhythm to the palest massive soccer hits,<eps> i ; add 'd ; slave save ; to two ; the the ; rhythm rhythm ; to to ; the the ; playlist palest ; massive massive ; soca soccer ; hits hits,1.0
add the block brochure welcome to the soil 6 onto my café con leche list,at the block brochure welcome to the soil six onto my cat  's icon <unk> at least,add at ; the the ; block block ; brochure brochure ; welcome welcome ; to to ; the the ; soil soil ; 6 six ; onto onto ; my my ; <eps> cat ; <eps> 's ; café icon ; con <unk> ; leche at ; list least,1.0
looking for video game for those who would walk with the gods,looking for a video game for those who walk with the gods,looking looking ; for for ; <eps> a ; video video ; game game ; for for ; those those ; who who ; would <eps> ; walk walk ; with with ; the the ; gods gods,1.0
can i get a table at the fort,cannot get a table at the fourth,can <eps> ; i cannot ; get get ; a a ; table table ; at at ; the the ; fort fourth,1.0
find the schedule for rare birds at the nearest movie theatre at noon,find the <unk> the nearest movie theater at noon,find find ; the the ; schedule <eps> ; for <eps> ; rare <eps> ; birds <eps> ; at <unk> ; the the ; nearest nearest ; movie movie ; theatre theater ; at at ; noon noon,1.0
rate this chronicle one of 6 points,rape this chronicle one of six points,rate rape ; this this ; chronicle chronicle ; one one ; of of ; 6 six ; points points,1.0
the current saga deserves a 5 rating,the current saga deserves a five writing,the the ; current current ; saga saga ; deserves deserves ; a a ; 5 five ; rating writing,1.0
what will the weather be at my current location on december the 2nd  2029,what will the whether it be at my current location on december the second twenty twenty nine,what what ; will will ; the the ; <eps> whether ; weather it ; be be ; at at ; my my ; current current ; location location ; on on ; december december ; the the ; <eps> second ; <eps> twenty ; 2nd twenty ; 2029 nine,1.0
